CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Segment
13600.0,312,1,219.51999999999998,1,1,1,111,3,At Risk
13601.0,45,2,693.32,3,2,3,323,8,Loyal customers
13602.0,65,1,428.89,2,1,2,212,5,Needs Attention
13603.0,26,1,164.34,3,1,1,311,5,Needs Attention
13606.0,29,3,280.53999999999996,3,3,1,331,7,Potential Loyalists
13607.0,40,1,678.0100000000001,3,1,3,313,7,Potential Loyalists
13610.0,12,7,1131.88,4,4,3,443,11,Champions
13611.0,89,3,1171.7999999999997,2,3,3,233,8,Loyal customers
13614.0,24,4,1610.46,3,3,4,334,10,Champions
13615.0,319,1,417.6900000000001,1,1,2,112,4,Needs Attention
13617.0,40,3,544.1800000000001,3,3,2,332,8,Loyal customers
13618.0,174,1,177.34,1,1,1,111,3,At Risk
13621.0,117,1,213.85,2,1,1,211,4,Needs Attention
13623.0,31,5,747.7800000000001,3,4,3,343,10,Champions
13626.0,253,1,257.22999999999996,1,1,1,111,3,At Risk
13627.0,59,5,1638.47,2,4,4,244,10,Champions
13629.0,23,11,7792.360000000001,3,4,4,344,11,Champions
13630.0,5,7,2031.7800000000002,4,4,4,444,12,Champions
13631.0,100,11,3070.42,2,4,4,244,10,Champions
13632.0,25,5,2121.27,3,4,4,344,11,Champions
13634.0,33,5,1575.1599999999999,3,4,3,343,10,Champions
13635.0,68,1,1071.03,2,1,3,213,6,Potential Loyalists
13636.0,37,5,949.12,3,4,3,343,10,Champions
13637.0,52,3,810.5,2,3,3,233,8,Loyal customers
13638.0,16,1,122.64,4,1,1,411,6,Potential Loyalists
13639.0,74,1,1033.3400000000001,2,1,3,213,6,Potential Loyalists
13642.0,216,1,354.8,1,1,2,112,4,Needs Attention
13643.0,31,3,519.44,3,3,2,332,8,Loyal customers
13644.0,16,4,2624.26,4,3,4,434,11,Champions
13645.0,120,1,252.1,2,1,1,211,4,Needs Attention
13647.0,10,4,1678.1200000000001,4,3,4,434,11,Champions
13649.0,257,2,346.6,1,2,2,122,5,Needs Attention
13650.0,17,6,1836.3400000000001,4,4,4,444,12,Champions
13651.0,35,2,94.2,3,2,1,321,6,Potential Loyalists
13652.0,46,3,1095.08,3,3,3,333,9,Loyal customers
13654.0,43,6,2707.33,3,4,4,344,11,Champions
13655.0,114,2,932.97,2,2,3,223,7,Potential Loyalists
13656.0,165,2,379.65000000000003,1,2,2,122,5,Needs Attention
13657.0,11,2,382.14,4,2,2,422,8,Loyal customers
13658.0,10,5,2639.1700000000005,4,4,4,444,12,Champions
13659.0,206,2,1573.1999999999998,1,2,3,123,6,Potential Loyalists
13662.0,86,3,897.76,2,3,3,233,8,Loyal customers
13663.0,179,1,189.46999999999997,1,1,1,111,3,At Risk
13666.0,60,3,84.65,2,3,1,231,6,Potential Loyalists
13667.0,149,1,305.0199999999999,1,1,1,111,3,At Risk
13668.0,3,21,6363.59,4,4,4,444,12,Champions
13669.0,51,2,218.55,3,2,1,321,6,Potential Loyalists
13670.0,75,1,349.7,2,1,2,212,5,Needs Attention
13672.0,301,2,186.39,1,2,1,121,4,Needs Attention
13673.0,19,2,396.91999999999996,4,2,2,422,8,Loyal customers
13675.0,151,2,486.82000000000005,1,2,2,122,5,Needs Attention
13678.0,152,1,232.6,1,1,1,111,3,At Risk
13680.0,1,4,3722.42,4,3,4,434,11,Champions
13681.0,18,4,827.83,4,3,3,433,10,Champions
13682.0,187,1,59.5,1,1,1,111,3,At Risk
13684.0,286,1,67.23,1,1,1,111,3,At Risk
13685.0,3,7,3119.44,4,4,4,444,12,Champions
13686.0,183,1,72.0,1,1,1,111,3,At Risk
13689.0,63,1,910.0,2,1,3,213,6,Potential Loyalists
13690.0,59,1,172.25,2,1,1,211,4,Needs Attention
13692.0,25,3,1488.32,3,3,3,333,9,Loyal customers
13695.0,31,15,2504.13,3,4,4,344,11,Champions
13697.0,39,1,151.3,3,1,1,311,5,Needs Attention
13699.0,155,1,308.58,1,1,2,112,4,Needs Attention
13700.0,26,10,2265.12,3,4,4,344,11,Champions
13703.0,318,1,99.5,1,1,1,111,3,At Risk
13704.0,5,9,2308.0600000000004,4,4,4,444,12,Champions
13705.0,8,3,711.86,4,3,3,433,10,Champions
13706.0,303,1,330.79,1,1,2,112,4,Needs Attention
13707.0,267,2,806.41,1,2,3,123,6,Potential Loyalists
13708.0,271,1,296.88,1,1,1,111,3,At Risk
13709.0,4,13,6328.05,4,4,4,444,12,Champions
13710.0,32,1,180.48,3,1,1,311,5,Needs Attention
13711.0,219,2,252.06000000000003,1,2,1,121,4,Needs Attention
13712.0,247,1,228.83999999999997,1,1,1,111,3,At Risk
13715.0,281,5,1079.3400000000001,1,4,3,143,8,Loyal customers
13716.0,269,1,138.28,1,1,1,111,3,At Risk
13717.0,32,6,1445.0100000000002,3,4,3,343,10,Champions
13718.0,246,2,306.55,1,2,1,121,4,Needs Attention
13719.0,15,5,1041.68,4,4,3,443,11,Champions
13720.0,117,4,799.9,2,3,3,233,8,Loyal customers
13721.0,36,1,524.1400000000001,3,1,2,312,6,Potential Loyalists
13722.0,132,3,2375.41,2,3,4,234,9,Loyal customers
13723.0,217,1,199.85000000000002,1,1,1,111,3,At Risk
13725.0,50,8,1980.56,3,4,4,344,11,Champions
13726.0,39,2,1079.6599999999999,3,2,3,323,8,Loyal customers
13727.0,29,2,333.48,3,2,2,322,7,Potential Loyalists
13728.0,37,6,1016.1400000000001,3,4,3,343,10,Champions
13730.0,136,2,752.6,2,2,3,223,7,Potential Loyalists
13731.0,219,2,610.59,1,2,2,122,5,Needs Attention
13732.0,28,1,491.86000000000007,3,1,2,312,6,Potential Loyalists
13735.0,25,4,2885.2399999999993,3,3,4,334,10,Champions
13736.0,5,2,731.8999999999999,4,2,3,423,9,Loyal customers
13737.0,200,1,339.6,1,1,2,112,4,Needs Attention
13739.0,18,1,216.9,4,1,1,411,6,Potential Loyalists
13740.0,241,1,350.75,1,1,2,112,4,Needs Attention
13741.0,72,3,668.4300000000001,2,3,3,233,8,Loyal customers
13742.0,17,12,3131.0199999999995,4,4,4,444,12,Champions
13743.0,3,7,1341.6,4,4,3,443,11,Champions
13744.0,95,2,1156.36,2,2,3,223,7,Potential Loyalists
13745.0,162,1,300.03999999999996,1,1,1,111,3,At Risk
13748.0,96,5,948.2499999999999,2,4,3,243,9,Loyal customers
13750.0,54,5,1647.26,2,4,4,244,10,Champions
13751.0,288,1,296.25,1,1,1,111,3,At Risk
13752.0,124,6,1186.28,2,4,3,243,9,Loyal customers
13753.0,288,1,741.26,1,1,3,113,5,Needs Attention
13754.0,152,2,282.6,1,2,1,121,4,Needs Attention
13755.0,4,9,2161.35,4,4,4,444,12,Champions
13756.0,2,14,5189.52,4,4,4,444,12,Champions
13758.0,12,7,3190.55,4,4,4,444,12,Champions
13759.0,33,2,659.41,3,2,2,322,7,Potential Loyalists
13760.0,54,2,286.78999999999996,2,2,1,221,5,Needs Attention
13761.0,50,2,1070.65,3,2,3,323,8,Loyal customers
13762.0,219,1,306.72,1,1,1,111,3,At Risk
13763.0,63,1,1714.9599999999998,2,1,4,214,7,Potential Loyalists
13764.0,71,3,1521.7600000000002,2,3,3,233,8,Loyal customers
13769.0,2,10,2796.51,4,4,4,444,12,Champions
13771.0,64,4,2634.45,2,3,4,234,9,Loyal customers
13772.0,34,3,1132.13,3,3,3,333,9,Loyal customers
13774.0,82,1,345.0,2,1,2,212,5,Needs Attention
13778.0,103,1,178.7,2,1,1,211,4,Needs Attention
13780.0,7,2,360.01000000000005,4,2,2,422,8,Loyal customers
13781.0,251,1,127.84,1,1,1,111,3,At Risk
13782.0,13,6,912.0,4,4,3,443,11,Champions
13784.0,10,11,2462.7899999999995,4,4,4,444,12,Champions
13786.0,367,1,230.4,1,1,1,111,3,At Risk
13787.0,76,2,309.04,2,2,2,222,6,Potential Loyalists
13790.0,4,1,348.79999999999995,4,1,2,412,7,Potential Loyalists
13791.0,128,2,1516.0,2,2,3,223,7,Potential Loyalists
13792.0,66,2,195.54999999999995,2,2,1,221,5,Needs Attention
13799.0,117,2,688.8600000000001,2,2,3,223,7,Potential Loyalists
13800.0,310,1,558.32,1,1,2,112,4,Needs Attention
13801.0,67,1,324.79999999999995,2,1,2,212,5,Needs Attention
13802.0,139,3,4599.42,1,3,4,134,8,Loyal customers
13803.0,255,1,277.07000000000005,1,1,1,111,3,At Risk
13804.0,31,7,2635.79,3,4,4,344,11,Champions
13805.0,52,2,924.5999999999999,2,2,3,223,7,Potential Loyalists
13806.0,64,1,256.38,2,1,1,211,4,Needs Attention
13807.0,367,1,112.6,1,1,1,111,3,At Risk
13808.0,6,5,1747.6600000000003,4,4,4,444,12,Champions
13809.0,305,1,155.05,1,1,1,111,3,At Risk
13810.0,29,3,1499.0100000000002,3,3,3,333,9,Loyal customers
13811.0,184,3,814.5,1,3,3,133,7,Potential Loyalists
13812.0,42,3,539.0,3,3,2,332,8,Loyal customers
13813.0,40,4,1366.8600000000001,3,3,3,333,9,Loyal customers
13814.0,92,2,1579.1200000000001,2,2,3,223,7,Potential Loyalists
13815.0,22,4,4027.36,3,3,4,334,10,Champions
13816.0,24,2,571.6700000000001,3,2,2,322,7,Potential Loyalists
13817.0,29,2,382.97999999999996,3,2,2,322,7,Potential Loyalists
13819.0,302,3,1140.35,1,3,3,133,7,Potential Loyalists
13821.0,145,2,385.64,1,2,2,122,5,Needs Attention
13822.0,6,2,632.0,4,2,2,422,8,Loyal customers
13823.0,19,2,957.66,4,2,3,423,9,Loyal customers
13824.0,33,5,1698.94,3,4,4,344,11,Champions
13826.0,176,1,189.5,1,1,1,111,3,At Risk
13827.0,58,3,412.05,2,3,2,232,7,Potential Loyalists
13828.0,22,1,209.49000000000004,3,1,1,311,5,Needs Attention
13831.0,16,6,2202.99,4,4,4,444,12,Champions
13832.0,19,1,52.199999999999996,4,1,1,411,6,Potential Loyalists
13833.0,159,1,384.7999999999999,1,1,2,112,4,Needs Attention
13835.0,25,4,834.57,3,3,3,333,9,Loyal customers
13837.0,212,2,271.24,1,2,1,121,4,Needs Attention
13838.0,6,4,691.7299999999999,4,3,3,433,10,Champions
13841.0,253,1,85.0,1,1,1,111,3,At Risk
13842.0,59,9,3385.6200000000003,2,4,4,244,10,Champions
13844.0,11,1,361.62,4,1,2,412,7,Potential Loyalists
13845.0,65,1,312.98,2,1,2,212,5,Needs Attention
13846.0,25,3,865.0600000000002,3,3,3,333,9,Loyal customers
13848.0,92,3,1255.0,2,3,3,233,8,Loyal customers
13849.0,52,2,1537.95,2,2,3,223,7,Potential Loyalists
13850.0,129,1,1595.4800000000002,2,1,4,214,7,Potential Loyalists
13851.0,96,3,2651.4599999999996,2,3,4,234,9,Loyal customers
13853.0,57,1,1090.1399999999999,2,1,3,213,6,Potential Loyalists
13856.0,169,3,388.5,1,3,2,132,6,Potential Loyalists
13858.0,57,1,216.17000000000002,2,1,1,211,4,Needs Attention
13859.0,326,1,201.16,1,1,1,111,3,At Risk
13860.0,1,5,1245.9,4,4,3,443,11,Champions
13862.0,18,8,2209.36,4,4,4,444,12,Champions
13863.0,248,1,305.78,1,1,1,111,3,At Risk
13865.0,58,4,501.56,2,3,2,232,7,Potential Loyalists
13866.0,74,1,145.67,2,1,1,211,4,Needs Attention
13867.0,31,3,1015.29,3,3,3,333,9,Loyal customers
13868.0,7,2,3192.54,4,2,4,424,10,Champions
13869.0,123,4,3104.95,2,3,4,234,9,Loyal customers
13870.0,2,8,2770.94,4,4,4,444,12,Champions
13871.0,23,13,6403.25,3,4,4,344,11,Champions
13873.0,120,3,389.59999999999997,2,3,2,232,7,Potential Loyalists
13874.0,358,1,540.45,1,1,2,112,4,Needs Attention
13875.0,54,5,1786.79,2,4,4,244,10,Champions
13876.0,64,1,122.69999999999999,2,1,1,211,4,Needs Attention
13877.0,86,1,117.24000000000001,2,1,1,211,4,Needs Attention
13878.0,55,1,1281.53,2,1,3,213,6,Potential Loyalists
13880.0,21,13,3219.7700000000004,3,4,4,344,11,Champions
13881.0,4,20,17159.52,4,4,4,444,12,Champions
13882.0,3,5,1191.13,4,4,3,443,11,Champions
13883.0,11,5,2674.48,4,4,4,444,12,Champions
13884.0,7,5,787.6000000000001,4,4,3,443,11,Champions
13885.0,189,2,506.8,1,2,2,122,5,Needs Attention
13886.0,71,1,243.56,2,1,1,211,4,Needs Attention
13887.0,204,1,349.54999999999995,1,1,2,112,4,Needs Attention
13888.0,120,2,605.63,2,2,2,222,6,Potential Loyalists
13889.0,93,1,416.9,2,1,2,212,5,Needs Attention
13890.0,1,10,1883.8100000000004,4,4,4,444,12,Champions
13892.0,27,4,632.97,3,3,2,332,8,Loyal customers
13893.0,298,1,821.1000000000001,1,1,3,113,5,Needs Attention
13894.0,24,3,564.6200000000001,3,3,2,332,8,Loyal customers
13895.0,28,4,2593.0699999999997,3,3,4,334,10,Champions
13897.0,50,1,311.15999999999997,3,1,2,312,6,Potential Loyalists
13898.0,326,1,155.93,1,1,1,111,3,At Risk
13899.0,16,2,388.52,4,2,2,422,8,Loyal customers
13900.0,183,3,740.9499999999999,1,3,3,133,7,Potential Loyalists
13901.0,72,5,2867.2,2,4,4,244,10,Champions
13904.0,37,2,332.64000000000004,3,2,2,322,7,Potential Loyalists
13908.0,80,4,2369.55,2,3,4,234,9,Loyal customers
13911.0,57,9,2580.91,2,4,4,244,10,Champions
13914.0,12,2,626.45,4,2,2,422,8,Loyal customers
13917.0,50,2,272.03999999999996,3,2,1,321,6,Potential Loyalists
13918.0,50,2,1212.8400000000004,3,2,3,323,8,Loyal customers
13919.0,59,2,384.81000000000006,2,2,2,222,6,Potential Loyalists
13922.0,352,1,172.24999999999997,1,1,1,111,3,At Risk
13923.0,54,1,351.13000000000005,2,1,2,212,5,Needs Attention
13924.0,2,6,1838.85,4,4,4,444,12,Champions
13925.0,93,4,678.25,2,3,3,233,8,Loyal customers
13926.0,23,1,223.85000000000002,3,1,1,311,5,Needs Attention
13927.0,75,1,348.99000000000007,2,1,2,212,5,Needs Attention
13928.0,11,4,464.57,4,3,2,432,9,Loyal customers
13929.0,169,2,842.65,1,2,3,123,6,Potential Loyalists
13930.0,58,2,337.34,2,2,2,222,6,Potential Loyalists
13931.0,96,2,1237.53,2,2,3,223,7,Potential Loyalists
13932.0,295,1,307.4,1,1,2,112,4,Needs Attention
13933.0,109,2,608.7899999999998,2,2,2,222,6,Potential Loyalists
13934.0,264,1,922.0999999999999,1,1,3,113,5,Needs Attention
13936.0,180,1,376.5799999999999,1,1,2,112,4,Needs Attention
13937.0,169,1,158.85,1,1,1,111,3,At Risk
13938.0,35,1,71.66,3,1,1,311,5,Needs Attention
13939.0,23,3,568.55,3,3,2,332,8,Loyal customers
13940.0,17,4,839.14,4,3,3,433,10,Champions
13941.0,22,5,5112.96,3,4,4,344,11,Champions
13946.0,79,3,561.57,2,3,2,232,7,Potential Loyalists
13947.0,65,1,90.6,2,1,1,211,4,Needs Attention
13948.0,361,1,101.99999999999999,1,1,1,111,3,At Risk
13949.0,3,6,2427.3199999999997,4,4,4,444,12,Champions
13950.0,11,4,745.0600000000001,4,3,3,433,10,Champions
13951.0,176,3,674.4499999999998,1,3,3,133,7,Potential Loyalists
13952.0,218,2,3251.071,1,2,4,124,7,Potential Loyalists
13953.0,7,7,3515.6799999999994,4,4,4,444,12,Champions
13954.0,2,2,439.92,4,2,2,422,8,Loyal customers
13955.0,154,2,322.96,1,2,2,122,5,Needs Attention
13956.0,5,5,1026.42,4,4,3,443,11,Champions
13959.0,79,3,598.1999999999999,2,3,2,232,7,Potential Loyalists
13960.0,21,2,230.22,3,2,1,321,6,Potential Loyalists
13962.0,22,2,169.55,3,2,1,321,6,Potential Loyalists
13963.0,308,4,664.5400000000001,1,3,3,133,7,Potential Loyalists
13967.0,146,1,80.7,1,1,1,111,3,At Risk
13969.0,7,18,9053.939999999999,4,4,4,444,12,Champions
13971.0,19,8,2758.26,4,4,4,444,12,Champions
13972.0,71,2,190.25000000000003,2,2,1,221,5,Needs Attention
13973.0,287,1,264.7,1,1,1,111,3,At Risk
13974.0,49,1,413.59,3,1,2,312,6,Potential Loyalists
13975.0,31,6,2526.2799999999997,3,4,4,344,11,Champions
13976.0,207,1,357.98,1,1,2,112,4,Needs Attention
13978.0,15,2,196.79,4,2,1,421,7,Potential Loyalists
13979.0,73,1,869.8699999999998,2,1,3,213,6,Potential Loyalists
13980.0,60,1,200.14000000000001,2,1,1,211,4,Needs Attention
13982.0,39,4,1871.81,3,3,4,334,10,Champions
13983.0,30,12,2603.4300000000003,3,4,4,344,11,Champions
13984.0,27,5,920.51,3,4,3,343,10,Champions
13985.0,4,15,7060.13,4,4,4,444,12,Champions
13986.0,17,1,320.46000000000004,4,1,2,412,7,Potential Loyalists
13988.0,20,6,4147.96,3,4,4,344,11,Champions
13989.0,66,2,1266.08,2,2,3,223,7,Potential Loyalists
13990.0,213,1,311.3,1,1,2,112,4,Needs Attention
13991.0,12,6,855.9700000000001,4,4,3,443,11,Champions
13992.0,30,1,76.8,3,1,1,311,5,Needs Attention
13993.0,43,9,3466.3600000000006,3,4,4,344,11,Champions
13994.0,4,6,2313.1400000000003,4,4,4,444,12,Champions
13995.0,15,5,1393.69,4,4,3,443,11,Champions
13999.0,10,12,3901.81,4,4,4,444,12,Champions
14000.0,211,1,635.6600000000001,1,1,2,112,4,Needs Attention
14001.0,46,3,2043.0800000000002,3,3,4,334,10,Champions
14002.0,134,2,529.7299999999999,2,2,2,222,6,Potential Loyalists
14004.0,43,7,4582.639999999999,3,4,4,344,11,Champions
14005.0,10,5,2874.72,4,4,4,444,12,Champions
14006.0,116,3,962.1899999999999,2,3,3,233,8,Loyal customers
14009.0,198,2,695.6099999999999,1,2,3,123,6,Potential Loyalists
14012.0,278,1,328.8,1,1,2,112,4,Needs Attention
14013.0,110,3,473.02,2,3,2,232,7,Potential Loyalists
14014.0,77,1,505.18,2,1,2,212,5,Needs Attention
14015.0,53,1,917.34,2,1,3,213,6,Potential Loyalists
14016.0,162,4,4341.21,1,3,4,134,8,Loyal customers
14019.0,47,3,1421.61,3,3,3,333,9,Loyal customers
14020.0,17,2,642.8000000000001,4,2,2,422,8,Loyal customers
14021.0,155,3,631.9000000000001,1,3,2,132,6,Potential Loyalists
14022.0,225,1,440.0,1,1,2,112,4,Needs Attention
14023.0,7,2,584.0699999999999,4,2,2,422,8,Loyal customers
14024.0,122,2,327.70000000000005,2,2,2,222,6,Potential Loyalists
14027.0,61,1,104.82000000000002,2,1,1,211,4,Needs Attention
14029.0,63,2,467.66,2,2,2,222,6,Potential Loyalists
14030.0,18,8,2360.0899999999997,4,4,4,444,12,Champions
14031.0,7,19,17286.86,4,4,4,444,12,Champions
14032.0,2,11,2975.59,4,4,4,444,12,Champions
14034.0,22,3,651.8199999999999,3,3,2,332,8,Loyal customers
14035.0,29,5,1428.0200000000002,3,4,3,343,10,Champions
14036.0,285,1,626.65,1,1,2,112,4,Needs Attention
14037.0,176,2,147.2,1,2,1,121,4,Needs Attention
14038.0,78,3,1560.3799999999994,2,3,3,233,8,Loyal customers
14039.0,33,1,152.2,3,1,1,311,5,Needs Attention
14040.0,41,12,3614.92,3,4,4,344,11,Champions
14041.0,266,1,141.41,1,1,1,111,3,At Risk
14044.0,27,4,652.8199999999999,3,3,2,332,8,Loyal customers
14045.0,109,4,1659.75,2,3,4,234,9,Loyal customers
14046.0,284,1,154.99,1,1,1,111,3,At Risk
14047.0,9,5,1308.6100000000001,4,4,3,443,11,Champions
14048.0,305,1,409.93,1,1,2,112,4,Needs Attention
14049.0,17,4,5681.72,4,3,4,434,11,Champions
14050.0,32,2,746.3599999999999,3,2,3,323,8,Loyal customers
14051.0,1,23,15610.390000000003,4,4,4,444,12,Champions
14052.0,20,1,225.36,3,1,1,311,5,Needs Attention
14053.0,124,2,260.25,2,2,1,221,5,Needs Attention
14054.0,65,1,92.46,2,1,1,211,4,Needs Attention
14055.0,106,1,725.6400000000001,2,1,3,213,6,Potential Loyalists
14056.0,1,23,8214.65,4,4,4,444,12,Champions
14057.0,24,17,6217.959999999999,3,4,4,344,11,Champions
14059.0,267,1,183.6,1,1,1,111,3,At Risk
14060.0,5,19,6140.42,4,4,4,444,12,Champions
14062.0,10,12,10464.850000000002,4,4,4,444,12,Champions
14064.0,29,5,1353.74,3,4,3,343,10,Champions
14066.0,267,1,152.55,1,1,1,111,3,At Risk
14067.0,64,2,374.7,2,2,2,222,6,Potential Loyalists
14068.0,320,1,265.85,1,1,1,111,3,At Risk
14071.0,4,8,1438.8200000000002,4,4,3,443,11,Champions
14073.0,32,1,151.04,3,1,1,311,5,Needs Attention
14075.0,5,3,942.26,4,3,3,433,10,Champions
14076.0,129,1,122.47,2,1,1,211,4,Needs Attention
14077.0,41,5,499.4200000000001,3,4,2,342,9,Loyal customers
14078.0,102,6,1049.37,2,4,3,243,9,Loyal customers
14079.0,125,1,375.0999999999999,2,1,2,212,5,Needs Attention
14080.0,33,1,45.599999999999994,3,1,1,311,5,Needs Attention
14081.0,302,2,934.52,1,2,3,123,6,Potential Loyalists
14082.0,365,1,182.24999999999997,1,1,1,111,3,At Risk
14083.0,4,9,1018.4300000000001,4,4,3,443,11,Champions
14085.0,2,18,4448.540000000001,4,4,4,444,12,Champions
14087.0,3,1,194.42,4,1,1,411,6,Potential Loyalists
14089.0,57,1,161.0,2,1,1,211,4,Needs Attention
14090.0,325,1,76.32000000000001,1,1,1,111,3,At Risk
14092.0,8,14,4076.91,4,4,4,444,12,Champions
14093.0,12,1,442.84999999999997,4,1,2,412,7,Potential Loyalists
14098.0,37,1,147.34999999999997,3,1,1,311,5,Needs Attention
14099.0,16,11,3104.17,4,4,4,444,12,Champions
14100.0,138,1,194.90000000000003,2,1,1,211,4,Needs Attention
14101.0,74,6,5976.790000000001,2,4,4,244,10,Champions
14102.0,5,5,1360.28,4,4,3,443,11,Champions
14104.0,155,2,216.20999999999998,1,2,1,121,4,Needs Attention
14105.0,239,1,1266.23,1,1,3,113,5,Needs Attention
14107.0,52,7,2703.23,2,4,4,244,10,Champions
14108.0,31,2,597.9100000000001,3,2,2,322,7,Potential Loyalists
14109.0,73,1,144.2,2,1,1,211,4,Needs Attention
14110.0,4,12,5683.1500000000015,4,4,4,444,12,Champions
14111.0,14,4,692.85,4,3,3,433,10,Champions
14112.0,23,7,2915.15,3,4,4,344,11,Champions
14113.0,4,4,1840.4199999999998,4,3,4,434,11,Champions
14114.0,274,2,386.53,1,2,2,122,5,Needs Attention
14116.0,20,5,1382.7399999999998,3,4,3,343,10,Champions
14117.0,144,1,90.0,1,1,1,111,3,At Risk
14121.0,4,4,2780.15,4,3,4,434,11,Champions
14124.0,84,1,419.58000000000004,2,1,2,212,5,Needs Attention
14125.0,11,3,2740.4300000000003,4,3,4,434,11,Champions
14126.0,8,3,706.1300000000001,4,3,3,433,10,Champions
14127.0,123,3,709.7099999999999,2,3,3,233,8,Loyal customers
14128.0,61,2,637.5000000000002,2,2,2,222,6,Potential Loyalists
14129.0,2,5,1123.8600000000001,4,4,3,443,11,Champions
14130.0,319,1,483.86,1,1,2,112,4,Needs Attention
14132.0,2,11,3586.0299999999997,4,4,4,444,12,Champions
14133.0,130,3,605.6399999999999,2,3,2,232,7,Potential Loyalists
14135.0,2,15,4690.3099999999995,4,4,4,444,12,Champions
14138.0,2,2,982.3800000000002,4,2,3,423,9,Loyal customers
14139.0,46,1,415.81999999999994,3,1,2,312,6,Potential Loyalists
14140.0,4,2,935.05,4,2,3,423,9,Loyal customers
14141.0,3,4,915.1300000000001,4,3,3,433,10,Champions
14143.0,134,1,115.8,2,1,1,211,4,Needs Attention
14145.0,47,4,3742.2,3,3,4,334,10,Champions
14146.0,9,5,4191.0,4,4,4,444,12,Champions
14147.0,78,2,483.4,2,2,2,222,6,Potential Loyalists
14148.0,234,1,157.2,1,1,1,111,3,At Risk
14149.0,221,1,446.62000000000006,1,1,2,112,4,Needs Attention
14150.0,36,2,658.64,3,2,2,322,7,Potential Loyalists
14152.0,75,2,621.29,2,2,2,222,6,Potential Loyalists
14154.0,239,2,1345.62,1,2,3,123,6,Potential Loyalists
14155.0,266,1,118.75,1,1,1,111,3,At Risk
14157.0,20,2,432.88,3,2,2,322,7,Potential Loyalists
14158.0,40,1,507.65999999999997,3,1,2,312,6,Potential Loyalists
14159.0,20,11,4693.01,3,4,4,344,11,Champions
14161.0,216,3,1110.52,1,3,3,133,7,Potential Loyalists
14162.0,174,2,289.36,1,2,1,121,4,Needs Attention
14163.0,87,4,2445.9100000000003,2,3,4,234,9,Loyal customers
14164.0,71,2,1631.7700000000004,2,2,4,224,8,Loyal customers
14165.0,276,1,122.54,1,1,1,111,3,At Risk
14167.0,39,4,574.84,3,3,2,332,8,Loyal customers
14171.0,98,1,363.79,2,1,2,212,5,Needs Attention
14173.0,11,4,450.8400000000001,4,3,2,432,9,Loyal customers
14174.0,33,1,134.46,3,1,1,311,5,Needs Attention
14175.0,60,3,3222.3,2,3,4,234,9,Loyal customers
14176.0,297,4,576.9,1,3,2,132,6,Potential Loyalists
14177.0,86,4,559.4100000000001,2,3,2,232,7,Potential Loyalists
14178.0,9,7,1620.9300000000003,4,4,4,444,12,Champions
14179.0,41,2,719.78,3,2,3,323,8,Loyal customers
14184.0,67,1,452.89,2,1,2,212,5,Needs Attention
14185.0,331,1,197.65,1,1,1,111,3,At Risk
14188.0,31,6,2054.36,3,4,4,344,11,Champions
14189.0,2,15,4654.08,4,4,4,444,12,Champions
14191.0,2,13,4684.76,4,4,4,444,12,Champions
14193.0,68,2,853.3900000000001,2,2,3,223,7,Potential Loyalists
14194.0,5,21,11349.52,4,4,4,444,12,Champions
14195.0,202,2,1011.9999999999998,1,2,3,123,6,Potential Loyalists
14196.0,107,1,335.52,2,1,2,212,5,Needs Attention
14198.0,18,4,701.4,4,3,3,433,10,Champions
14199.0,218,1,185.39999999999998,1,1,1,111,3,At Risk
14201.0,60,7,747.4400000000002,2,4,3,243,9,Loyal customers
14204.0,2,1,161.02999999999994,4,1,1,411,6,Potential Loyalists
14205.0,17,2,466.70000000000005,4,2,2,422,8,Loyal customers
14206.0,239,1,328.15999999999997,1,1,2,112,4,Needs Attention
14208.0,95,1,151.73999999999998,2,1,1,211,4,Needs Attention
14209.0,11,6,2073.4300000000003,4,4,4,444,12,Champions
14210.0,106,6,1905.8400000000001,2,4,4,244,10,Champions
14211.0,53,9,2241.1000000000004,2,4,4,244,10,Champions
14212.0,90,1,1070.48,2,1,3,213,6,Potential Loyalists
14214.0,31,5,1004.3800000000001,3,4,3,343,10,Champions
14215.0,12,6,1789.72,4,4,4,444,12,Champions
14216.0,3,4,1839.3000000000002,4,3,4,434,11,Champions
14217.0,2,17,2004.9799999999998,4,4,4,444,12,Champions
14218.0,43,1,169.48000000000002,3,1,1,311,5,Needs Attention
14219.0,4,1,89.94,4,1,1,411,6,Potential Loyalists
14220.0,247,2,632.3999999999999,1,2,2,122,5,Needs Attention
14221.0,42,9,3432.8,3,4,4,344,11,Champions
14222.0,177,1,683.1700000000001,1,1,3,113,5,Needs Attention
14223.0,92,3,991.1300000000001,2,3,3,233,8,Loyal customers
14224.0,110,4,1050.1200000000001,2,3,3,233,8,Loyal customers
14226.0,29,5,2232.19,3,4,4,344,11,Champions
14227.0,26,10,3350.96,3,4,4,344,11,Champions
14229.0,52,3,1547.2,2,3,3,233,8,Loyal customers
14231.0,184,3,925.71,1,3,3,133,7,Potential Loyalists
14232.0,43,5,2048.07,3,4,4,344,11,Champions
14233.0,49,4,1462.7200000000003,3,3,3,333,9,Loyal customers
14234.0,22,4,775.4600000000003,3,3,3,333,9,Loyal customers
14235.0,75,5,3144.86,2,4,4,244,10,Champions
